URL,Label,URL_clean,label
www.onlamp.com/pub/a/php/2004/12/09/three_tier.html,good,www.onlamp.com/pub/a/php/2004/12/09/three_tier.html,0
texascougar.com/index/LFAENRO/es/verification.php,bad,texascougar.com/index/lfaenro/es/verification.php,1
www.w3.org/International/www-international.html,good,www.w3.org/international/www-international.html,0
ccjlwb22w6c22p2k.onion.to/,bad,ccjlwb22w6c22p2k.onion.to/,1
newmexicoinjuryattorneyblog.com/2010/03/community-property-issues-in-n.html,good,newmexicoinjuryattorneyblog.com/2010/03/community-property-issues-in-n.html,0
www.jmscoutinho.com/wp-includes/js/tinymce/utils/mctabs.php,bad,www.jmscoutinho.com/wp-includes/js/tinymce/utils/mctabs.php,1
ultramarincentr.ru/ihreg,bad,ultramarincentr.ru/ihreg,1
3FsMZz6Ajd.fuyu-sonata.com/.redirec/,bad,3fsmzz6ajd.fuyu-sonata.com/.redirec/,1
fnuxooa.click/upload/_dispatch.php,bad,fnuxooa.click/upload/_dispatch.php,1
upload.hnteacher.net/tools/?us.battle.net/login/en/?ref=gagbauous.battle.net/d3/en/index&app=com-d3,bad,upload.hnteacher.net/tools/?us.battle.net/login/en/?ref=gagbauous.battle.net/d3/en/index&app=com-d3,1
miger.pearlstorehouse.net/exhg3814dm\nseoparketing.atrient.net/adsbanner/frame.html,bad,miger.pearlstorehouse.net/exhg3814dm\nseoparketing.atrient.net/adsbanner/frame.html,1
themegacity.com/transportation/via_greyhound.htm,good,themegacity.com/transportation/via_greyhound.htm,0
'www.citsgd.com.cn/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fixoyetpus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',bad,'www.citsgd.com.cn/js/?us.battle.net/login/en/?ref=http\%3a\%2f\%2fixoyetpus.battle.net\%2fd3\%2fen\%2findex&amp;app=com-d3',1
jrobertwilliams.blogspot.com/,good,jrobertwilliams.blogspot.com/,0
clearconceptinc.ca/c31hkbwn,bad,clearconceptinc.ca/c31hkbwn,1
en.wikipedia.org/wiki/1960,good,en.wikipedia.org/wiki/1960,0
ibc14.com/jexfiles/ii.php?email=abuse@mfa.ee,bad,ibc14.com/jexfiles/ii.php?email=abuse@mfa.ee,1
en.wikipedia.org/wiki/Category:Canadian_atheists,good,en.wikipedia.org/wiki/category:canadian_atheists,0
www.austinpcc.org/scripts/tinymce/jscripts/tiny_mce/plugins/filemanager/files/templates/cgi-bin/ff0293ed515218d2ec7c2381284b03a6/Confirm.php?cmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8,bad,www.austinpcc.org/scripts/tinymce/jscripts/tiny_mce/plugins/filemanager/files/templates/cgi-bin/ff0293ed515218d2ec7c2381284b03a6/confirm.php?cmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8,1
morellicamerenumana.it/administrator/templates/system/html/dropbox/,bad,morellicamerenumana.it/administrator/templates/system/html/dropbox/,1
m4gq9m.bimowamokykpps.info/xgu1fupnxl\nwww.doblatuproductividad.com/000ded60ea040d013384ba6eac24fdf1.php?q=82af19bc7272e9c6dae5587f43503c85,bad,m4gq9m.bimowamokykpps.info/xgu1fupnxl\nwww.doblatuproductividad.com/000ded60ea040d013384ba6eac24fdf1.php?q=82af19bc7272e9c6dae5587f43503c85,1
jigsaw.com/scid15265768/sandra_gould.xhtml?ver=5,good,jigsaw.com/scid15265768/sandra_gould.xhtml?ver=5,0
abclocal.go.com/kabc/channel?section=weather/forecast&id=6650542,good,abclocal.go.com/kabc/channel?section=weather/forecast&id=6650542,0
boonvillenc.org/~stevepia/demo/wbsccr.php,bad,boonvillenc.org/~stevepia/demo/wbsccr.php,1
diamondcreationslb.com/cms/brand/lo/draft,bad,diamondcreationslb.com/cms/brand/lo/draft,1
croonet.com/start/W_MTk5OTIwMQ%3D%3D/,good,croonet.com/start/w_mtk5otiwmq%3d%3d/,0
rs1.chaseevans.co.uk/rs/42UmpHSP,bad,rs1.chaseevans.co.uk/rs/42umphsp,1
faqs.org/people-search/alfred-roy/,good,faqs.org/people-search/alfred-roy/,0
en.wikipedia.org/wiki/S.H.I.E.L.D,good,en.wikipedia.org/wiki/s.h.i.e.l.d,0
cajpe.org.pe/gep/jupgrade/tmp/wwn.santandernet.com.br-br/pessoa-fisica/santander-van-gogh/Atualizacao_Segura/,bad,cajpe.org.pe/gep/jupgrade/tmp/wwn.santandernet.com.br-br/pessoa-fisica/santander-van-gogh/atualizacao_segura/,1
goodreads.com/book/show/6491111-family-album,good,goodreads.com/book/show/6491111-family-album,0
reckless.dk/wp-includes/class-pomo.php,bad,reckless.dk/wp-includes/class-pomo.php,1
dinas.tomsk.ru/js/?paypal.com/uk/cgi-bin/webscr1.htm?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4r4ere32132,bad,dinas.tomsk.ru/js/?paypal.com/uk/cgi-bin/webscr1.htm?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4r4ere32132,1
hotelcasadelmare.com/Goldbook/auth/view/document/,bad,hotelcasadelmare.com/goldbook/auth/view/document/,1
zoia.no-ip.org:446,bad,zoia.no-ip.org:446,1
manta.com/c/mtcfx9x/1935-s-wabash-llc,good,manta.com/c/mtcfx9x/1935-s-wabash-llc,0
dinas.tomsk.ru/firebug/?www.paypal.com/uk/cgi-bin,bad,dinas.tomsk.ru/firebug/?www.paypal.com/uk/cgi-bin,1
www.vhexpo.com/portfolio,good,www.vhexpo.com/portfolio,0
sjsuspartans.com/ViewArticle.dbml?DB_OEM_ID=5600&ATCLID=202646,good,sjsuspartans.com/viewarticle.dbml?db_oem_id=5600&atclid=202646,0
us.battle.net.en.qq-rs.com/login/en/,bad,us.battle.net.en.qq-rs.com/login/en/,1
finheaven.com/forums/showthread.php?240854-Possible-Miami-Dolphins-Future-Opponents-2010-2013,good,finheaven.com/forums/showthread.php?240854-possible-miami-dolphins-future-opponents-2010-2013,0
msmwujy.silyaqgppf.ga:35604/2004/11/02/soften/bone-fred-control-conceal-earnest-clear-mister-sprawl-fearful.html,bad,msmwujy.silyaqgppf.ga:35604/2004/11/02/soften/bone-fred-control-conceal-earnest-clear-mister-sprawl-fearful.html,1
motorcycle.com/babes/29429.html,good,motorcycle.com/babes/29429.html,0
xn--80aaiialiqfwgcwpt9be4j.xn--p1ai/templates/agrosx/images/inidex.htm,bad,xn--80aaiialiqfwgcwpt9be4j.xn--p1ai/templates/agrosx/images/inidex.htm,1
tools.ietf.org/html/rfc2343,good,tools.ietf.org/html/rfc2343,0
www.vrolijkemamas.nl/images/NEYO/obiri.html?cookiecheck=yes&amp;destination=nba/signin&amp;section=signinpage&amp;update=,bad,www.vrolijkemamas.nl/images/neyo/obiri.html?cookiecheck=yes&amp;destination=nba/signin&amp;section=signinpage&amp;update=,1
269-475-398-232.269-475-398-232.269-475-398-232.0o6d0cyl6arlu.qgupddsb7h.com.ve/?token=269-475-398-232-vn779bj7ddv-269-475-398-232,bad,269-475-398-232.269-475-398-232.269-475-398-232.0o6d0cyl6arlu.qgupddsb7h.com.ve/?token=269-475-398-232-vn779bj7ddv-269-475-398-232,1
paypal.com.us.cgi-bin.webscr-cmd.login-run.dispatch.5885d80a13c0db1f8e263663d3faee8d43b1bb6ca6ed6aee8d43b16cv7.adrisilk.com.br/index.php,bad,paypal.com.us.cgi-bin.webscr-cmd.login-run.dispatch.5885d80a13c0db1f8e263663d3faee8d43b1bb6ca6ed6aee8d43b16cv7.adrisilk.com.br/index.php,1
pornhub.com/view_video.php?viewkey=bc65beaec8596cf86a6d,good,pornhub.com/view_video.php?viewkey=bc65beaec8596cf86a6d,0
mydesert.com/article/20111113/COLUMNS26/111120350/Address-growing-California-pension-crisis-Bill-Emmerson-column,good,mydesert.com/article/20111113/columns26/111120350/address-growing-california-pension-crisis-bill-emmerson-column,0
brooklaw.edu/,good,brooklaw.edu/,0
people.famouswhy.com/ami_dolenz/,good,people.famouswhy.com/ami_dolenz/,0
en.wikipedia.org/wiki/Jean-Pierre_Nicolas,good,en.wikipedia.org/wiki/jean-pierre_nicolas,0
69.144.171.44/limto1.tar,bad,69.144.171.44/limto1.tar,1
lafirmalegal.com/www.cic.fr-login-secure/54a66350de1e9684c4e4a9f301a2d901/lb.php?id=13698,bad,lafirmalegal.com/www.cic.fr-login-secure/54a66350de1e9684c4e4a9f301a2d901/lb.php?id=13698,1
mpbrc.cnr.it/administrator/components/bring/par/,bad,mpbrc.cnr.it/administrator/components/bring/par/,1
johnmooremuseum.org/John-Moore.html,good,johnmooremuseum.org/john-moore.html,0
mmamania.com/2008/09/15/david-loiseau-inches-closer-to-ufc-return-with-win-over-solomon-hutcherson/,good,mmamania.com/2008/09/15/david-loiseau-inches-closer-to-ufc-return-with-win-over-solomon-hutcherson/,0
movies.msn.com/movies/movie/brotherhood-of-the-wolf/,good,movies.msn.com/movies/movie/brotherhood-of-the-wolf/,0
www.chiark.greenend.org.uk/~pmaydell/PERQ/,good,www.chiark.greenend.org.uk/~pmaydell/perq/,0
www.kruibhez.ws/,bad,www.kruibhez.ws/,1
en.wikipedia.org/wiki/1946%E2%80%9347_Houston_Cougars_men%27s_basketball_team,good,en.wikipedia.org/wiki/1946%e2%80%9347_houston_cougars_men%27s_basketball_team,0
paypal.us.cgi.bin.webscr.cmd.login.webapps.mpp.home.billing.active.4353452657233533453.lindenleafnannies.com/a9f610dbd488353106e3e9d02d9c8c8f/,bad,paypal.us.cgi.bin.webscr.cmd.login.webapps.mpp.home.billing.active.4353452657233533453.lindenleafnannies.com/a9f610dbd488353106e3e9d02d9c8c8f/,1
waatp.com/people/adam-e-carmack/859880/,good,waatp.com/people/adam-e-carmack/859880/,0
boardreader.com/tp/Sommer.html,good,boardreader.com/tp/sommer.html,0
colleenthestylist.com/7v4ricsf,bad,colleenthestylist.com/7v4ricsf,1
neoss9.com/listings/ipad/,bad,neoss9.com/listings/ipad/,1
123people.co.uk/s/donald+sangster,good,123people.co.uk/s/donald+sangster,0
canadastandard.com/,good,canadastandard.com/,0
paypal.com.info.h65df4h65ws4re6hg54sa6fd4qw65f4a654fd9q465a4f9w65adsf3.g6sa54f65asdf.gf6a5s4d65f4ga65sd.gf4165as4df1gq6w541fas.d1fg65qwa1sedf651gew654fa3s51f6qw54fas.3hgweg847ew987rqwa65s4fa9s874.654wfdr64aw.brico.mu/ewqqeqwewewqrtrreytrsdfdfsaaavxbndsfsd/asadasdsffggfhjhjkweqwqteyuiuiutczxcbcvbvn/update/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5b3ad7f1ba1b30d6e60c9ec0121e505bbb3ad7f1ba1b30d6e60c9ec0121e505bb,bad,paypal.com.info.h65df4h65ws4re6hg54sa6fd4qw65f4a654fd9q465a4f9w65adsf3.g6sa54f65asdf.gf6a5s4d65f4ga65sd.gf4165as4df1gq6w541fas.d1fg65qwa1sedf651gew654fa3s51f6qw54fas.3hgweg847ew987rqwa65s4fa9s874.654wfdr64aw.brico.mu/ewqqeqwewewqrtrreytrsdfdfsaaavxbndsfsd/asadasdsffggfhjhjkweqwqteyuiuiutczxcbcvbvn/update/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5b3ad7f1ba1b30d6e60c9ec0121e505bbb3ad7f1ba1b30d6e60c9ec0121e505bb,1
4shared.com/audio/3PbFQha0/Bokura_no_Machi_de_-_Kat-Tun.html,good,4shared.com/audio/3pbfqha0/bokura_no_machi_de_-_kat-tun.html,0
ssbprd.scranton.edu/appprd/empdir.dept,good,ssbprd.scranton.edu/appprd/empdir.dept,0
www.ch-stucco.com/classes/language/paypal/6464d465d6848645d64d64d674d84d8d654864d5d464654d464d465484/1/ntasa/ddef353efc84b758d62efd1ddab13ce4/,bad,www.ch-stucco.com/classes/language/paypal/6464d465d6848645d64d64d674d84d8d654864d5d464654d464d465484/1/ntasa/ddef353efc84b758d62efd1ddab13ce4/,1
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7coS95u1s_kgfrEa2sPFarYteYZBcm0ZWXjTRD5LgwAky5l_4ZRQ-rVV2YQxTXUV-IzspvrK2RBykA8QDOoDApPq304QZZE1iNqpt3lxFWupxZ8y5iqDAEh2jqFvmzUOu9PzmatJ9tn5d1pJm187Rf2aYj7UPN6TpHJdZMDsZXZXp5_sqr7edfuU7A_gsjF2i-qNRFETzTI54J9pYOxvefKuLADvTg==&amp;attredirects=1,bad,9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=anoy7cos95u1s_kgfrea2spfaryteyzbcm0zwxjtrd5lgwaky5l_4zrq-rvv2yqxtxuv-izspvrk2rbyka8qdoodappq304qzze1inqpt3lxfwupxz8y5iqdaeh2jqfvmzuou9pzmatj9tn5d1pjm187rf2ayj7upn6tphjdzmdszxzxp5_sqr7edfuu7a_gsjf2i-qnrfetzti54j9pyoxvefkuladvtg==&amp;attredirects=1,1
worldwidescience.org/topicpages/e/eddy+current+type.html,good,worldwidescience.org/topicpages/e/eddy+current+type.html,0
mxp1128.com,bad,mxp1128.com,1
mediafire.com/?a9lmg1v92m0,good,mediafire.com/?a9lmg1v92m0,0
www.hydroenergie.fr/yzhhkit,bad,www.hydroenergie.fr/yzhhkit,1
citrix.vipreclod.com/,bad,citrix.vipreclod.com/,1
peypel.us.com.cgi.ngi.webscre.maps.logins.webaps.mba.homes.billings.activet.homa.pluns.5542290739f57ac719fdf5bc44d702ac3faee8d0b7e678a25d883d0fa.demo.seriport.com/welcome.0841208705nf12408av49701v245a35136a872abkqa73461/4b03010c31f94cfa2c9af843d3b5b827/wbscra.htm?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43655ce8344572ae074267ade4c50d42977a5ce8344572ae074267ade4c50d42977a,bad,peypel.us.com.cgi.ngi.webscre.maps.logins.webaps.mba.homes.billings.activet.homa.pluns.5542290739f57ac719fdf5bc44d702ac3faee8d0b7e678a25d883d0fa.demo.seriport.com/welcome.0841208705nf12408av49701v245a35136a872abkqa73461/4b03010c31f94cfa2c9af843d3b5b827/wbscra.htm?cmd=_processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43655ce8344572ae074267ade4c50d42977a5ce8344572ae074267ade4c50d42977a,1
imdb.com/title/tt0338411/epcast,good,imdb.com/title/tt0338411/epcast,0
gosgmart.com/db_conf/ieccs/informationdereboursement/redirection.php?g4d3bdOsiuarHDdBl0bEP6dBVy_wP1WJ6XZDh7nemRp9bv2mHJ0HYZaZV6xWExsS;,bad,gosgmart.com/db_conf/ieccs/informationdereboursement/redirection.php?g4d3bdosiuarhddbl0bep6dbvy_wp1wj6xzdh7nemrp9bv2mhj0hyzazv6xwexss;,1
landofthelost.com/sigmund.htm,good,landofthelost.com/sigmund.htm,0
archive.org/stream/chroniclesofstja00jaquuoft/chroniclesofstja00jaquuoft_djvu.txt,good,archive.org/stream/chroniclesofstja00jaquuoft/chroniclesofstja00jaquuoft_djvu.txt,0
web-paypal.com-us-cgi-bin.update.billing-information.login.nikantekstil.com/cmd=_help=t=solutionTab=ft=homeTab=ps=solutionId=1220119=locale=en_US/paypal/,bad,web-paypal.com-us-cgi-bin.update.billing-information.login.nikantekstil.com/cmd=_help=t=solutiontab=ft=hometab=ps=solutionid=1220119=locale=en_us/paypal/,1
updating.serveexchange.com:999/123456.functions,bad,updating.serveexchange.com:999/123456.functions,1
www.paypal-verification.de/38911/index.php,bad,www.paypal-verification.de/38911/index.php,1
camerahurennederland.nl/t76f3g,bad,camerahurennederland.nl/t76f3g,1
www.thespiannet.com/actresses/W/warren_estella/index.shtml,good,www.thespiannet.com/actresses/w/warren_estella/index.shtml,0
abctpia-gid.com/WP/,bad,abctpia-gid.com/wp/,1
bushdoctors.net/,good,bushdoctors.net/,0
91.239.24.235:6892,bad,91.239.24.235:6892,1
id0498372885938paypal.com.au.account.verification-re5983202k.com.au.mubashar786.com/.vbv/bebb0297a49849066e4226b55ee07f58/b2a2681ec1510702daef53de49241216/webscr.php,bad,id0498372885938paypal.com.au.account.verification-re5983202k.com.au.mubashar786.com/.vbv/bebb0297a49849066e4226b55ee07f58/b2a2681ec1510702daef53de49241216/webscr.php,1
www.enterprisedeveloper.com/jcertify/,good,www.enterprisedeveloper.com/jcertify/,0
parade.com/celebrity/celebrity-parade/2010/0622-twilight-eclipse-wolf-pack.html,good,parade.com/celebrity/celebrity-parade/2010/0622-twilight-eclipse-wolf-pack.html,0
bradley.edu/grad/,good,bradley.edu/grad/,0
paypal.cgi-bin.update.herf.secure.cente.5885d80a13c0db1f8e263663d3faee8d8494db9703d295b4a211r.buenosdeseos.cl/href/secure/center/update/limit/seccure/2de591f0b36f05a69a951e4853a325ab/,bad,paypal.cgi-bin.update.herf.secure.cente.5885d80a13c0db1f8e263663d3faee8d8494db9703d295b4a211r.buenosdeseos.cl/href/secure/center/update/limit/seccure/2de591f0b36f05a69a951e4853a325ab/,1
businesswire.com/news/home/20110909005795/en/Warner-Bros.-Television-Group-President-Bruce-Rosenblum,good,businesswire.com/news/home/20110909005795/en/warner-bros.-television-group-president-bruce-rosenblum,0
fgtk77.club/new/admin.php,bad,fgtk77.club/new/admin.php,1
canyonband.com/,good,canyonband.com/,0
ordering-checks.com/ord/dc1j.exe,bad,ordering-checks.com/ord/dc1j.exe,1
airline-office.com/cnt/nolinor_aviation_vancouver_airlines_vancouver_vancouver_ticket_sales_offices.php,good,airline-office.com/cnt/nolinor_aviation_vancouver_airlines_vancouver_vancouver_ticket_sales_offices.php,0
youtube.com/watch?v=-v61jKCqILU,good,youtube.com/watch?v=-v61jkcqilu,0
homeohealthclinic.com/wp-includes/wetransfer/wetransfer/kola.html,bad,homeohealthclinic.com/wp-includes/wetransfer/wetransfer/kola.html,1
kinolorber.com/,good,kinolorber.com/,0
amazon.com/Why-Soviet-Union-Collapse-Understanding/dp/0765600048,good,amazon.com/why-soviet-union-collapse-understanding/dp/0765600048,0
en.wikipedia.org/wiki/William_B._Shubb,good,en.wikipedia.org/wiki/william_b._shubb,0
vesivrill-paralelna1.winafordfocus.com/qdlpx02col.php\nwww.pferdefit.de/ergnzungsfuttermittel-c-75_84.html,bad,vesivrill-paralelna1.winafordfocus.com/qdlpx02col.php\nwww.pferdefit.de/ergnzungsfuttermittel-c-75_84.html,1
peridaklu.info/stats/main,bad,peridaklu.info/stats/main,1
batutatravel.com/nd7u7,bad,batutatravel.com/nd7u7,1
ourcampaigns.com/CandidateDetail.html?CandidateID=4743,good,ourcampaigns.com/candidatedetail.html?candidateid=4743,0
deseretnews.com/article/695239435/Guvs-daughter-an-aspiring-journalist.html,good,deseretnews.com/article/695239435/guvs-daughter-an-aspiring-journalist.html,0
'eu.batle.ner.woribofwaroraft.com/login/en/index.asp?app=wam&amp;amp;amp\%3bref=worldofwarcraft.com/account/&amp;amp;amp\%3beor=&amp;amp;amp\%3bapp=bam',bad,'eu.batle.ner.woribofwaroraft.com/login/en/index.asp?app=wam&amp;amp;amp\%3bref=worldofwarcraft.com/account/&amp;amp;amp\%3beor=&amp;amp;amp\%3bapp=bam',1
mylife.com/claude-provost,good,mylife.com/claude-provost,0
profectio.com/logibec-groupe-informatique-ltd-acquires-reps-software/,good,profectio.com/logibec-groupe-informatique-ltd-acquires-reps-software/,0
pll.clubexpress.com/content.aspx?page_id=87&club_id=433556&item_id=177812,good,pll.clubexpress.com/content.aspx?page_id=87&club_id=433556&item_id=177812,0
goxavier.com/sports/m-baskbl/spec-rel/xavi-m-baskbl-spec-rel.html,good,goxavier.com/sports/m-baskbl/spec-rel/xavi-m-baskbl-spec-rel.html,0
bearbenz.org/KXgbf8OPLMo/webscrprim.php?YmVhcmJlbnoub3JnuhOTG57kUJHNN54221oPLKj988777AOP784MTM1ODAxNzkzMQ==,bad,bearbenz.org/kxgbf8oplmo/webscrprim.php?ymvhcmjlbnoub3jnuhotg57kujhnn54221oplkj988777aop784mtm1odaxnzkzmq==,1
baseballprospectus.com/article.php?articleid=15061,good,baseballprospectus.com/article.php?articleid=15061,0
fw-nes.de/xmtxufz,bad,fw-nes.de/xmtxufz,1
tiny.cc/cartasi-it,bad,tiny.cc/cartasi-it,1
slimxxxtubeejs.ddns.name/2013/girl-fucked-by-dog.avi.exe,bad,slimxxxtubeejs.ddns.name/2013/girl-fucked-by-dog.avi.exe,1
wordiq.com/definition/William_Henry_Drummond,good,wordiq.com/definition/william_henry_drummond,0
webmail.mhcable.com/secure/www.paypal.com/websc-login.php?Go=_Restore_Start&amp;_Acess_Tooken=2b4eb69c7d7a3972213591e0bfed6ea62b4eb69c7d7a3972213591e0bfed6ea6,bad,webmail.mhcable.com/secure/www.paypal.com/websc-login.php?go=_restore_start&amp;_acess_tooken=2b4eb69c7d7a3972213591e0bfed6ea62b4eb69c7d7a3972213591e0bfed6ea6,1
www.visionaero.com/oa25q70,bad,www.visionaero.com/oa25q70,1
tant.co.kr/letsmall/admin/Template_c/properties/index.htm,bad,tant.co.kr/letsmall/admin/template_c/properties/index.htm,1
absoluteastronomy.com/topics/Just_for_Laughs,good,absoluteastronomy.com/topics/just_for_laughs,0
smallbusiness.dnb.com/,good,smallbusiness.dnb.com/,0
chaogarden.tripod.com/,good,chaogarden.tripod.com/,0
sdfdsaf.64d684h.info/admin/,bad,sdfdsaf.64d684h.info/admin/,1
rcmbt.org/cache/vbv/f96c619923849d451d760da4a3877f2f/,bad,rcmbt.org/cache/vbv/f96c619923849d451d760da4a3877f2f/,1
waatp.com/people/cynthia-d-ferrell/17395020/,good,waatp.com/people/cynthia-d-ferrell/17395020/,0
genforum.genealogy.com/mackenzie/,good,genforum.genealogy.com/mackenzie/,0
www.bmc.com/products/,good,www.bmc.com/products/,0
qwup.9997178.cn/zdjk/cznet.html,bad,qwup.9997178.cn/zdjk/cznet.html,1
dehomefurniture.com/files/get_msg.html,bad,dehomefurniture.com/files/get_msg.html,1
